List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;;;;;;;
1;Action;category-screens/Action.png;;;;;;;;;;;;;
1;Hopper;Action/hopper.png;Action/hopper.hex;;;1.0;Obono;There are square panels around you. You must jump on them and go up (foreground side). If you miss the panel and fall toward bottom, the game is over.;;https://community.arduboy.com/t/hopper-a-simple-action-game/4293;https://github.com/obono/ArduboyWorks;800;831;0;
1;Chri-Bocchi Cat;Arcade/chribocchi.png;Arcade/chribocchi.hex;;;1.0;Obono;Chri-Bocchi Cat - A simple action game where move the cat and bounce gift boxes for 2 minutes.;;https://community.arduboy.com/t/chri-bocchi-cat-a-simple-action-game/4571;https://github.com/obono/ArduboyWorks;832;863;0;
2;Shooter;category-screens/Shooter.png;;;;;;;;;;;;;
2;CosmicPods;Shooter/CosmicPods.png;Shooter/CosmicPods.hex;;;1.0;cubic9com;CosmicPods is a tiny shoot-'em-up game. You are a cosmic squid, shoot octopuses up!;;https://community.arduboy.com/t/cosmicpods-tiny-shoot-em-up-game-for-arduboy/3964;https://github.com/cubic9com/CosmicPods;na;na;na;
3;Sports;category-screens/Sports.png;;;;;;;;;;;;;
3;ArduBall;Arcade/ArduBall.png;Arcade/ArduBall.hex;;;1.0;2BarrelShotgun;Basketball for the Arduboy.;;https://community.arduboy.com/t/arduball-a-simple-but-difficult-basketball-game/4479;;;;;
4;Music;category-screens/Music.png;;;;;;;;;;;;;
4;Musicgen Pocket;Application/musicgenpocket.png;Application/musicgenpocket.hex;;;1.0;inajob;MusicGenN Pocket is 8bit mugic generator for Arduboy. All you have to do is turn on your Arduboy and you can listen 8bit music everywhere!;;https://community.arduboy.com/t/musicgen-pocket/8308;https://github.com/inajob/musicgen-pocket;na;na;na;
5;Application;category-screens/Application.png;;;;;;;;;;;;;
5;Graph 2;Application/graph2.png;Application/graph2.hex;;;1.0;V360;A fully-functional graphing calculator! It's ten times better than Graph 1, because you can enter your own expression from scratch!;;https://community.arduboy.com/t/graph-2-graphing-calculator-for-arduboy-2/8304;https://github.com/TheV360/ArduboyGraph2;na;na;na;
5;Arduboy Life;Misc/ArduboyLife.png;Misc/ArduboyLife.hex;;;1.0;MLXXXp;Arduboy gets a Life (Conway's Game of Life);;https://community.arduboy.com/t/arduboy-gets-a-life-conways-game-of-life/578;https://github.com/MLXXXp/ArduboyLife;na;na;na;
5;Calendar;Application/Calendar.png;Application/Calendar.hex;;;1.0;hartmann1301;A calendar for the Arduboy. Make notes on important days.;;https://community.arduboy.com/t/arduboy-calendar/8323;https://github.com/hartmann1301/CalenderApp;16;1029;0;
5;Chirp;Application/Chirp.png;Application/Chirp.hex;;;1.0;eried;Make someone go crazy with your Arduboy. Just hide it, he will briefly chirp every 1 to 15 minutes.;;https://community.arduboy.com/t/chirp-most-useless/8309;https://github.com/eried/Chirp;;;;
6;Tools;category-screens/Tools.png;;;;;;;;;;;;;
6;Ardutosh;Application/Ardutosh.png;Application/Ardutosh.hex;;;1.0;jhhoward;Ardutosh is an OS / desktop environment for the Arduboy. The style is inspired by the classic Macintosh interface. It has the following features: Serial terminal, Remote app, Notes text editor, EEPROM hex editor, Battery voltage monitor, Internal temperature monitor, LED tester;;https://community.arduboy.com/t/ardutosh-classic-macintosh-style-desktop-environment/8298;https://github.com/jhhoward/Ardutosh/releases;16;420;0;
6;Abshell;Application/Abshell.png;Application/Abshell.hex;;;1.0;boochow;Abshell is a command shell for Arduboy. You can send commands from PC to Arduboy via USB-serial port. No programming skills needed to draw graphics on Arduboy screen! Any VT100 compatible serial port terminal softwares (PuTTY, etc.) can be used.;;https://community.arduboy.com/t/abshell-a-command-shell-for-arduboy/2195;https://github.com/boochow/abshell;na;na;na;
6;Arduboy Sprite Editor (ASE);Application/ASE.png;Application/ASE.hex;;;1.0;PMWasson;ASE - a sprite editor for Arduboy games that runs on the Arduboy.;;https://community.arduboy.com/t/arduboy-sprite-editor-ase/8315;https://github.com/pmwasson/ASE;509;1023;0;
