List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;./Cart_GetList.php?listId=1&filename=full;;;;;;
1;Action;category-screens/Action.png;;;;;;;;;;;;;
1;Hopper;Action/hopper.png;Action/hopper.hex;;;1.0;Obono;There are square panels around you. You must jump on them and go up (foreground side). If you miss the panel and fall toward bottom, the game is over.;;https://community.arduboy.com/t/hopper-a-simple-action-game/4293;https://github.com/obono/ArduboyWorks;800;831;0;
1;Bangi;Action/Bangi.png;Action/Bangi.hex;;;1.0;Igvina;Bangi is a classic arcade game where you must shoot and destroy each of the balloons that appear in each level.;;https://community.arduboy.com/t/bangi-destroy-all-the-balloons/2016;http://moblynx.com/arduboy/Bangi_1.0_arduboy.zip;144;152;0;
1;Choplifter;Action/Choplifter.png;Action/Choplifter.hex;;;1.1.1;Press Play On Tape;Rescue the hostages from behind enemy lines - but look out for the tanks that patrol the grounds! An Apple II remake!;;https://community.arduboy.com/t/choplifter-v1-1-1/4867;https://github.com/Press-Play-On-Tape/Choplifter;na;na;na;
1;Karateka;Action/Karatega.png;Action/Karatega.hex;;;0.9;Press Play On Tape;Rescue Princess Mariko from within the Akum'a castle fortress.;;https://community.arduboy.com/t/karateka-v0-9/4852;https://github.com/Press-Play-On-Tape/Karateka;na;na;na;
1;ArduBreakout;Arcade/ArduBreakout.png;Arcade/ArduBreakout.hex;;;1.0;SebGoscik;An Arduboy version of the classic game Breakout!;;;;86;120;0;
1;Techno Monkey;Arcade/Technomonkey.png;Arcade/Technomonkey.hex;;;1.0;RetrobitCoder;A meteor crashes in a zoo during the night. An alien virus spreads to the residents in the zoo and causes them to mutate into robot hybrids called Technoids. Do to the outbreak the zoo has been under quarantine. It is a fight for survival inside. Can you beat the opposing Technoids and survive?;;https://community.arduboy.com/t/techno-monkey-zoo-game-jam/3550;https://github.com/RetrobitCoder/TechnoMonkey;na;na;na;
1;Quadrastic;Action/Quadrastic.png;Action/Quadrastic.hex;;;1.01;dragula96;Quadrastic a simple addictive game based off a favorite psp homebrew game called Squarez.;;https://community.arduboy.com/t/quadrastic-secure-the-point-avoid-the-enemies/2941;https://github.com/dragula96/Quadrastic;na;na;na;
1;Snake (3);Arcade/snake3.png;Arcade/snake3.hex;;;1.0;WojciechKo;Snake - just like on the Nokia 5110 but on an Arduboy instead.;;;https://github.com/ArduboyCollection/arduboy/tree/master/snELk;na;na;na;
1;Lode Runner;Action/LodeRunner.png;Action/LodeRunner.hex;Action/LevelData.bin;;1.0;Press Play On Tape;Collect all of the gold pieces without being touched by a guard then make your way to the top of the screen and to the next level. Stop guards by burning a hole in normal bricks so that they will fall in - revealing any gold they might be carrying.;;https://community.arduboy.com/t/lode-runner-fx/10313;https://github.com/Press-Play-On-Tape/LodeRunner_FX;175;186;0;
1;Bomberboy;Action/Bomberboy.png;Action/Bomberboy.hex;;;1.0;evgenykzz2;A remake of Bomberman.;;https://community.arduboy.com/t/bomberboy-bomberman-port/9657;https://github.com/evgenykzz2/Bomberboy;;;;
1;Blade Runner;Action/BladeRunner.png;Action/BladeRunner.hex;;;1.0;NoobGeek;Your task is to move from one platform to another through the constructed blade-bridge. If you get to the exact center of the bridge, you earn one coin. Perfect hit 5 times in a row gives +5 coins. At the hard level, these indicators double. Well, also you will find a small bonus in the store :);;https://community.arduboy.com/t/blade-runner/9698;https://github.com/NoobGeek-Ilya/BladeRunner;;;;
2;Adventure;category-screens/Adventure.png;;;;;;;;;;;;;
2;Catacombs Of The Damned;Action/Cotd.png;Action/Cotd.hex;;;1.0;jhhoward;Catacombs of the Damned! is a first person shooter / dungeon crawler where you navigate 10 floors of a randomly generated dungeon dispatching monsters with your magic fireballs whilst collecting as much loot as possible.;;https://community.arduboy.com/t/catacombs-of-the-damned-formerly-another-fps-style-3d-demo/6565;https://github.com/jhhoward/Arduboy3D;na;na;na;
2;Virus LQP-79;arg/virus.png;arg/virus.hex;;;1.0;Team ARG;A virus turned your neighbours into Zombies but not all are infected. Find them .. quick!;;https://community.arduboy.com/t/virus-lqp-79-eighth-team-a-r-g-game/1646;;80;88;0;
2;Glove;Action/Glove.png;Action/Glove.hex;;;1.0;fuopy;Glove is an action-adventure game created in the style of the classic Gauntlet series. Navigate from room to room, blasting bad guys and collecting treasure along the way;;https://community.arduboy.com/t/glove-a-lighter-softer-cozier-gauntlet/214;https://github.com/fuopy/glove;300;399;0;
2;Mazogs;Action/Mazogs.png;Action/Mazogs.hex;;;1.0;Brian;A port of the 1982 game 'Mazogs' for the ZX81 adapted for the Arduboy;;https://community.arduboy.com/t/mazogs-a-port-of-the-zx81-maze-adventure-game/676;https://github.com/briansm-github/mazogs;na;na;na;
2;Zoo at Midnight;Action/zooatmidnight.png;Action/zooatmidnight.hex;;;1.0;Hundstrasse;Scrawf must sneak around the zoo to collect the food ans feed the animals before and escaping - all without being caught in the flashlight beam of the zoo wardens!;;https://community.arduboy.com/t/zoo-at-midnight-version-1-0-released/3524;https://hundstrasse.com/arduboy-games/zoo-at-midnight/;na;na;na;
3;Arcade;category-screens/Arcade.png;;;;;;;;;;;;;
3;Space Cab;Arcade/SpaceCab.png;Arcade/SpaceCab.hex;;;1.0.1;Press Play On Tape;A tribute to the classic Commodore 64 game Space Taxi! Collect and deliver customers to their destination as quickly as possible to make the most money! But be careful and make sure you do not run out of fuel land without deploying your landing gear or squash a customer.;;https://community.arduboy.com/t/space-cab-v1-0-1/6055;https://github.com/Press-Play-On-Tape/SpaceCab;166;193;0;
3;Rooftop Rescue;Action/rooftop.png;Action/rooftop.hex;;;1.0;Prototype;Rescue the trapped people as fire consumes the city.;;https://community.arduboy.com/t/rooftop-rescue/7269;https://github.com/BertVeer/Rooftop;911;913;0;
3;BiriBiriBeat;Arcade/biribiribeat.png;Arcade/biribiribeat.hex;;;1.0;shiyouganai;BiriBiriBeat is a rhythm game! Its title is derived from ???? - a Japanese onomatopoeia used to describe an electric shock or vibration.;;https://community.arduboy.com/t/biribiribeat-a-miniature-rhythm-game-for-arduboy/8560;http://shiyouganai.dev/biribiribeat/;16;43;0;
3;Burgard Time;Arcade/BurgardTime.png;Arcade/BurgardTime.hex;;;1.0;pixelplatforms;Peter Pepper  must walk over hamburger ingredients located across a maze of platforms while avoiding characters who pursue him.;;https://community.arduboy.com/t/new-game-burgardtime/2052;https://github.com/gdmcvittie/BurgardTime;na;na;na;
3;Arduwhack;Arcade/Arduwhack.png;Arcade/Arduwhack.hex;;;1.0;zeduckmaster;Whack-a-Mole for the Arduboy!;;https://community.arduboy.com/t/ardu-whack-whack-them-all/3627;https://framagit.org/zeduckmaster/ardu-whack;32;35;0;
