List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;;;;;;;
1;Action;category-screens/Action.png;;;;;;;;;;;;;
1;Dazzle Dash;Action/DazzleDash.png;Action/DazzleDash.hex;Action/DazzleDash-data.bin;Action/DazzleDash-save.bin;1.0;brow1067;A cute speedrunning platformer featuring cute graphics, smooth camera and movement mechanics, and a variety of enemies and environments;;https://community.arduboy.com/t/dazzle-dash-cute-speedrunning-platformer/11772/1;https://github.com/tiberiusbrown/abc/tree/master/examples/platformer;;;;
1;Hopper;Action/hopper.png;Action/hopper.hex;;;1.0;Obono;There are square panels around you. You must jump on them and go up (foreground side). If you miss the panel and fall toward bottom, the game is over.;;https://community.arduboy.com/t/hopper-a-simple-action-game/4293;https://github.com/obono/ArduboyWorks;800;831;0;
1;The Icarus Device;Arcade/TheIcarusDevice.png;Arcade/TheIcarusDevice.hex;;;1.0;TropicAnthropic;Run and gun shooter platformer;;https://community.arduboy.com/t/the-icarus-device/11762;;;;;
1;Bip Bipbip;Arcade/BipBipBip.png;Arcade/BipBipBip.hex;;;1.0;JuiceLizard;A 'Pong' demake named 'Bip Bipbip' for two players. How to win? It is simple. If the ball touchs your opponent when he doesn't press his button or if his rectangle reaches the middle of the screen before yours then he loses.;;https://community.arduboy.com/t/bip-bipbip-le-jeu-1d/3977;https://github.com/JuiceLizard/BIP_BIPBIP;na;na;na;
1;Lode Runner;Action/LodeRunner.png;Action/LodeRunner.hex;Action/LevelData.bin;;1.0;Press Play On Tape;Collect all of the gold pieces without being touched by a guard then make your way to the top of the screen and to the next level. Stop guards by burning a hole in normal bricks so that they will fall in - revealing any gold they might be carrying.;;https://community.arduboy.com/t/lode-runner-fx/10313;https://github.com/Press-Play-On-Tape/LodeRunner_FX;175;186;0;
1;The Social Distance Gamer;Action/thesocialdistancegame.png;Action/thesocialdistancegame.hex;;;1.1.0;msanatan;Get more points by keeping your distance from pedestrians and make your community proud. Ultimately, you should really be at home so at some point you'll lose lol.;;https://community.arduboy.com/t/the-social-distance-game/8729;https://github.com/msanatan/TheSocialDistanceGame;na;na;na;
1;Unicorn Dash;Action/unicorn_dash.png;Action/unicorn_dash.hex;;;1.0;YossaVonK;An endless runner with .. well .. a unicorn!;;https://community.arduboy.com/t/unicorn-dash-a-simple-endless-runner/5121;;;;;
1;Train Dodge;Action/Train Dodge.png;Action/Train Dodge.hex;;;1.1;Crait;Who's brave enough to play chicken with a train? Stand on the track as multiple trains come at you full-speed.. The closer they get to you before jumping off the tracks, the more points you'll rack up.;;https://community.arduboy.com/t/train-dodge-single-button-reflex-game/2099;http://crait.net/download.php?file=TrainDodge.ino;416;417;0;
1;Digger;Arcade/Digger.png;Arcade/Digger.hex;;;1.0;eried;Goal is to collect as many diamonds as needed to unlock the exit. You can move rocks, if there is nothing behind it. If a rock falls through a changer, then its converted to a diamond.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=3267;https://github.com/ArduboyCollection/ArduboyDigger;;;;
1;Crabator;Action/Crabator.png;Action/Crabator.hex;;;1.0;R0d0t;Crabator is an intense action game where you kill crabs to make money to buy weapons to kill crabs to make money, etc. but watch out, the more crabs you kill the more they are.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=958;;0;59;0;
1;Harambe's Revenge;Action/Harambes Revenge.png;Action/Harambes Revenge.hex;;;1.0;MorganLapis and SerendipityDoDa;In Harambe's Revenge, you play as a phantasmal Harambe that has returned from the afterlife to convert oblivious tourists into mutant zombie gorilla minions which will then protect him. The zoo had to close down in quarantine, trapping many tourists inside.;;https://community.arduboy.com/t/harambes-revenge-zoo-jam/3564;https://github.com/DanielleMorganLapis/Harambe-s-Revenge;16;16;0;
1;MallARD Hunt;Action/MallARDHunt.png;Action/MallARDHunt.hex;;;1.0;pixelplatforms;Duck shooting on the Arduboy.;;https://community.arduboy.com/t/mallard-hunt-an-homage/5696;https://github.com/gdmcvittie/MallARDHunt;;;;
1;Super Soldiers;Action/SuperSoldiers.png;Action/SuperSoldiers.hex;;;1.0;David Inwood;A dragon is attempting to conquer Canada by sending monsters after all of its cities. The military responds by sending its elite super soldiers powered by ancient gems to fight them.;;https://community.arduboy.com/t/my-first-arduboy-game-super-soldiers/4855;https://github.com/DavidInwood/SuperSoldiers.git;;;;
1;Worlds Hardest Game;Action/WorldsHardestGame.png;Action/WorldsHardestGame.hex;;;1.0;Sorunome;It lives up to its name .. man this is hard!;;http://legacy.gamebuino.com/forum/viewtopic.php?f=13&t=3046;;;;;
1;Garboyle's Quest;Arcade/GarboylesQuest.png;Arcade/GarboylesQuest.hex;;;1.0;Cedric Martin;A remake of the CAPCOMM game of the same name.;;https://community.arduboy.com/t/garboyles-quest/9644;https://github.com/skaterced/Garboyle-s_Quest;;;;
