List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;./Cart_GetList.php?listId=1&filename=full;;;;;;
1;Action;category-screens/Action.png;;;;;;;;;;;;;
1;Lasers;Arcade/Lasers.png;Arcade/Lasers.hex;;;1.0;Obono;Lasers - A simple Ikaruga-like game.;;https://community.arduboy.com/t/lasers-a-simple-ikaruga-like-game/7310s;https://github.com/obono/ArduboyWorks;960;991;0;
1;Quadrastic;Action/Quadrastic.png;Action/Quadrastic.hex;;;01.���;dragula96;Quadrastic a simple addictive game based off a favorite psp homebrew game called Squarez.;;https://community.arduboy.com/t/quadrastic-secure-the-point-avoid-the-enemies/2941;https://github.com/dragula96/Quadrastic;na;na;na;
1;KeyKat;Arcade/keykat.png;Arcade/keykat.hex;;;1.0;pngwen;You are an I.T. worker named KeyKat. You must run around and turn computers off and back on again when they fail.;;https://community.arduboy.com/t/keykat-i-t-turn-the-computers-off-and-back-on-again/4606;https://github.com/pngwen/keykat-it;na;na;na;
2;Shooter;category-screens/Shooter.png;;;;;;;;;;;;;
2;Catacombs Of The Damned;Action/Cotd.png;Action/Cotd.hex;;;1.0;jhhoward;Catacombs of the Damned! is a first person shooter / dungeon crawler where you navigate 10 floors of a randomly generated dungeon dispatching monsters with your magic fireballs whilst collecting as much loot as possible.;;https://community.arduboy.com/t/catacombs-of-the-damned-formerly-another-fps-style-3d-demo/6565;https://github.com/jhhoward/Arduboy3D;na;na;na;
2;Arduventure;RPG/Arduventure.png;RPG/Arduventure.hex;;;1.0;Team ARG;Arduventure is a classic top-down 8-Bit RPG with original monochrome graphics and musical score. Collect items, weapons, armor, amulets and magic to fight enemies in turn-based battle system. Explore a massive world map larger than the one in Zelda: Links Awakening!;;https://community.arduboy.com/t/arduventure-12th-team-a-r-g-game/5651;;16;65;0;
2;MicroTank;Arcade/microtank.png;Arcade/microtank.hex;;;1.0;hartmann1301;You start with a small tank and your goal is to get as deep as possilbe into enemy territory. Some enemys drop coins for upgrading the weapon of your choice.;;https://community.arduboy.com/t/microtank-a-shooter-game/7085,https://github.com/hartmann1301/MircoT;;na;na;na;
2;OBS (One Button Shooter);category-screens/ppot/OBS.png;Shooter/OBS.hex;;;1.0;Press Play On Tape;Youe ship has been damaged by some space debris. The steering is broken and you cannot navigate. You discover that by firing the laser you can steer ..sort of! Avoid the asteroids and enemy ships and fly home.;;https://community.arduboy.com/t/obs-one-button-shooter/10445;https://github.com/Press-Play-On-Tape/OBS;60;68;1;
2;Evade 2;Arcade/Evade2.png;Arcade/Evade2.hex;;;1.0;Modus Create;A space flight / fight simulator.;;https://community.arduboy.com/t/evade-2-arduboys-first-space-flight-sim/4634;https://github.com/ModusCreateOrg/evade2;na;na;na;
2;ArduBullets;Shooter/ardubullets.png;Shooter/ardubullets.hex;;;1.0;Obono;Avoid voluminous bullets and defeat enemy squadron in one minute.;;https://community.arduboy.com/t/ardubullets-a-short-time-shmups-game/8684;https://github.com/obono/ArduboyWorks;1008;1023;0;
2;Tiny Asteroids;Shooter/TinyAsteroids.png;Shooter/TinyAsteroids.hex;;;1.0;akkera102;An Asteroids (1979) clone.;;https://community.arduboy.com/t/tiny-asteroids-zero-gravity/993;https://github.com/akkera102/06_tiny_asteroids;0;19;0;
2;Skill;Puzzle/SeaBattle.png;Puzzle/SeaBattle.hex;;;1.0;DarkestSpire;Based on the game BattleShips. This game has a simple AI and music, but is smart enough to be challenging.;;https://community.arduboy.com/t/sea-battle/9394;https://github.com/DarkestSpire/SEA_BATTLE;;;;
3;Arcade;category-screens/Arcade.png;;;;;;;;;;;;;
3;Flappy Ball;Arcade/Flappyball.png;Arcade/Flappyball.hex;;;1.0;Chris;A flappy bird clone.;;https://community.arduboy.com/t/flappy-ball/1011;https://github.com/MLXXXp/FlappyBall;na;na;na;
3;Paqman;Arcade/paqman.png;Arcade/paqman.hex;;;1.0;Yoda;Gamebuino port of the classic Pacman.;;http://legacy.gamebuino.com/forum/viewtopic.php?f=17&t=963;;na;na;na;
3;Snake (1);Arcade/SNAKE.png;Arcade/SNAKE.hex;;;1.0;Unknown;Snake - just like on the Nokia 5110 but on an Arduboy instead.;;;;;;;
3;ArduBreakout;Arcade/ArduBreakout.png;Arcade/ArduBreakout.hex;;;1.0;SebGoscik;An Arduboy version of the classic game Breakout!;;;;86;120;0;
