List;Discription;Title;Hex;Data;Save;Version;Developer;Info;Likes
0;Bootloader;arduboy-fx-loader.png;;;;;;./Curated.csv;
1;Action;category-screens/Action.png;;;;;;;
1;Lasers;Arcade/Lasers.png;Arcade/Lasers.hex;;;;;;
1;ArduIndy;Action/ArduIndy.png;Action/ArduIndy.hex;;;;;;
2;Adventure;category-screens/ppot/Adventure.png;;;;;;;
2;curse;Puzzle/curse.png;Puzzle/curse.hex;;;;;;
2;Astarok;Puzzle/Astarok.png;Puzzle/Astarok.hex;;;;;;
2;CyberHack;Arcade/CyberHack.png;Puzzle/CyberHack.hex;;;;;;
2;MiniRogue;RPG/MiniRogue.png;RPG/MiniRogue.hex;;;;;;
2;Catacombsofthedamned;Action/Cotd.png;Action/Cotd.hex;;;;;;
2;Glove;Action/Glove.png;Action/Glove.hex;;;;;;
3;Arcade;category-screens/ppot/Arcade.png;;;;;;;
3;1944;Arcade/1944.png;Arcade/1944.hex;;;;;;
3;Junofirst;Action/Junofirst.png;Action/Junofirst.hex;;;;;;
3;SpaceCab;Arcade/SpaceCab.png;Arcade/SpaceCab.hex;;;;;;
3;1nvader;Shooter/1nvader.png;Shooter/1nvader.hex;;;;;;
3;Choplifter;Action/Choplifter.png;Action/Choplifter.hex;;;;;;
3;Karatega;Action/Karatega.png;Action/Karatega.hex;;;;;;
3;LodeRunner;Action/LodeRunner.png;Action/LodeRunner.hex;Action/LevelData.bin;;;;;
3;Loverush;Arcade/Loverush.png;Arcade/Loverush.hex;;;;;;
4;Gameandwatch;category-screens/ppot/Gameandwatch.png;;;;;;;
4;FirePanic;Action/FirePanic.png;Action/FirePanic.hex;;;;;;
4;Kong;Arcade/Kong.png;Arcade/Kong.hex;;;;;;
4;Kong2;Arcade/Kong2.png;Arcade/Kong2.hex;;;;;;
4;LionTamer;Arcade/LionTamer.png;Arcade/LionTamer.hex;;;;;;
4;OilPanic;Arcade/OilPanic.png;Arcade/OilPanic.hex;;;;;;
4;Turtlebridge;Arcade/Turtlebridge.png;Arcade/Turtlebridge.hex;;;;;;
5;Puzzles;category-screens/ppot/Puzzles.png;;;;;;;
5;LeWord;Puzzle/LeWord.png;Puzzle/LeWord.hex;Puzzle/LeWord.bin;;;;;
5;Logix;Puzzle/Logix.png;Puzzle/Logix.hex;;;;;;
5;Pipes;Puzzle/Pipes.png;Puzzle/Pipes.hex;;;;;;
5;PiCross;Puzzle/PiCross.png;Puzzle/PiCross.hex;;;;;;
6;Racing;category-screens/ppot/Racing.png;;;;;;;
6;Road Trip;Racing/RoadTrip.png;Racing/RoadTrip.hex;;;;;;
7;Tabletop;category-screens/ppot/Tabletop.png;;;;;;;
7;Blackjack;Misc/Blackjack.png;Misc/Blackjack.hex;;;;;;
7;Cribbage;Puzzle/Cribbage.png;Puzzle/Cribbage.hex;;;;;;
7;Dominoes;Puzzle/Dominoes.png;Puzzle/Dominoes.hex;;;;;;
7;Farkle;Puzzle/Farkle.png;Puzzle/Farkle.hex;;;;;;
7;GermanWhist;Puzzle/Whist.png;Puzzle/Whist.hex;;;;;;
8;Application;category-screens/ppot/Application.png;;;;;;;
8;GolfCompanion;Application/GolfCompanion.png;Application/GolfCompanion.hex;;;;;;
8;EEPROMEditor;Application/EEPROMEditor.png;Application/EEPROMEditor.hex;;;;;;
8;CodersToolbox;Application/Toolbox.png;Application/Toolbox.hex;;;;;;
9;Sideprojects;category-screens/ppot/Sideprojects.png;;;;;;;
9;darkandunder;RPG/darkandunder.png;RPG/darkandunder.hex;;;;;;
