List;Description;Title;Hex;Data;Save;Version;Developer;Info;Likes;URL;Source;Start;End;Hash
0;Bootloader;arduboy-fx-loader.png;;;;;;;;;;;;
1;Action;category-screens/Wheezer_Action.png;;;;;;;;;;;;;
1;Hopper;Action/hopper.png;Action/hopper.hex;;;1.0;Obono;There are square panels around you. You must jump on them and go up (foreground side). If you miss the panel and fall toward bottom, the game is over.;;https://community.arduboy.com/t/hopper-a-simple-action-game/4293;https://github.com/obono/ArduboyWorks;800;831;0;
1;Lasers;Arcade/Lasers.png;Arcade/Lasers.hex;;;1.0;Obono;Lasers - A simple Ikaruga-like game.;;https://community.arduboy.com/t/lasers-a-simple-ikaruga-like-game/7310s;https://github.com/obono/ArduboyWorks;960;991;0;
1;Chri-Bocchi Cat;Arcade/chribocchi.png;Arcade/chribocchi.hex;;;1.0;Obono;Chri-Bocchi Cat - A simple action game where move the cat and bounce gift boxes for 2 minutes.;;https://community.arduboy.com/t/chri-bocchi-cat-a-simple-action-game/4571;https://github.com/obono/ArduboyWorks;832;863;0;
1;Bangi;Action/Bangi.png;Action/Bangi.hex;;;1.0;Igvina;Bangi is a classic arcade game where you must shoot and destroy each of the balloons that appear in each level.;;https://community.arduboy.com/t/bangi-destroy-all-the-balloons/2016;http://moblynx.com/arduboy/Bangi_1.0_arduboy.zip;144;152;0;
1;robotfindskitten;Action/rfk.png;Action/rfk.hex;;;1.0;grzykiel;Robotfindskitten - an ASCII Zen Simulation.;;https://community.arduboy.com/t/robotfindskitten-ascii-zen-simulation/10011;https://github.com/yiannismaxwell/rfk-arduboy;;;;
1;PixelPortal;Action/PixelPortal.png;Action/PixelPortal.hex;;;1.0;jaguile6;Navigate your pixel through the various levels in this 2D portal like game.;;https://community.arduboy.com/t/pixel-portal-game/10343;https://github.com/jaguile6/PixelPortal;;;;
2;Adventure;category-screens/Adventure.png;;;;;;;;;;;;;
2;Catacombs Of The Damned;Action/Cotd.png;Action/Cotd.hex;;;1.0;jhhoward;Catacombs of the Damned! is a first person shooter / dungeon crawler where you navigate 10 floors of a randomly generated dungeon dispatching monsters with your magic fireballs whilst collecting as much loot as possible.;;https://community.arduboy.com/t/catacombs-of-the-damned-formerly-another-fps-style-3d-demo/6565;https://github.com/jhhoward/Arduboy3D;na;na;na;
2;Virus LQP-79;arg/virus.png;arg/virus.hex;;;1.0;Team ARG;A virus turned your neighbours into Zombies but not all are infected. Find them .. quick!;;https://community.arduboy.com/t/virus-lqp-79-eighth-team-a-r-g-game/1646;;80;88;0;
2;Glove;Action/Glove.png;Action/Glove.hex;;;1.0;fuopy;Glove is an action-adventure game created in the style of the classic Gauntlet series. Navigate from room to room, blasting bad guys and collecting treasure along the way;;https://community.arduboy.com/t/glove-a-lighter-softer-cozier-gauntlet/214;https://github.com/fuopy/glove;300;399;0;
2;Mazogs;Action/Mazogs.png;Action/Mazogs.hex;;;1.0;Brian;A port of the 1982 game 'Mazogs' for the ZX81 adapted for the Arduboy;;https://community.arduboy.com/t/mazogs-a-port-of-the-zx81-maze-adventure-game/676;https://github.com/briansm-github/mazogs;na;na;na;
2;ArduIndy;Action/ArduIndy.png;Action/ArduIndy.hex;;;2.5;Jacoste;ArduIndy - Inspired by ZX Spectrum game 'Sabre Wulf'.;;https://community.arduboy.com/t/arduindy-inspired-by-zx-spectrum-game-sabre-wulf-updated-to-2-50-sup;https://github.com/JacosteCode/ArduIndy;903;948;0;
